Pattern source data files:,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20.DESI-329-v15.DESI-595-v4.GFArevB.wedge 36deg.edgeincl 6mm.ctrclr 50mm.offset 1/pos_on_z1.txt,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20.DESI-329-v15.DESI-595-v4.GFArevB.wedge 36deg.edgeincl 6mm.ctrclr 50mm.offset 1/pos_on_z4.txt,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Device Types:,,# per petal,,,,,,,,,,,,,,,,,,,,,,,
,POS,500,Fiber Positioner,,,,,,,,,,,,,,,,,,,,,,
,94,POS,173.926432,41.409409,-3.419611,13.391985,1.682609,-13.391985,171.455609,40.821141,-89.882314,165.562768,39.41814,-296.093361,,178.7880,176.2481,170.1905,1.682609,-11127.677611,0.02935300761674,1.68205,0.000564,,
,95,POS,168.679209,50.459776,-3.312354,16.654364,1.653167,-16.654364,166.288435,49.744585,-89.776351,160.586508,48.038874,-295.990483,,176.0649,173.5695,167.6179,1.653167,-11127.570354,0.02883908310174,1.65259,0.000580,,
,96,POS,163.448048,59.556355,-3.230675,20.020467,1.630552,-20.020467,161.135457,58.713705,-89.695650,155.619994,56.704009,-295.912116,,173.9604,171.4991,165.6289,1.630552,-11127.488675,0.02844433693734,1.62996,0.000592,,
,97,POS,158.224107,68.634312,-3.173432,23.450192,1.614598,-23.450192,155.988157,67.664403,-89.639089,150.65548,65.351199,-295.857182,,172.4689,170.0317,164.2189,1.614598,-11127.431432,0.02816583033344,1.61400,0.000601,,
,98,POS,153.024816,77.664324,-3.140525,26.909053,1.605386,-26.909053,150.863852,76.567575,-89.606573,145.710016,73.951861,-295.825597,,171.6052,169.1818,163.4022,1.605386,-11127.398525,0.02800502246119,1.60478,0.000607,,
,99,POS,147.825218,86.706198,-3.131882,30.393558,1.602961,-30.393558,145.738064,85.481988,-89.598032,140.760263,82.562282,-295.817301,,171.3775,168.9578,163.1870,1.602961,-11127.389882,0.02796268513765,1.60235,0.000608,,
,100,POS,142.616722,95.751246,-3.147111,33.876962,1.607232,-33.876962,140.602456,94.398890,-89.613080,135.798489,91.173562,-295.831918,,171.7784,169.3523,163.5660,1.607232,-11127.405111,0.02803724224175,1.60663,0.000606,,
,101,POS,205.180829,5.202527,-4.553598,1.452470,1.980479,-1.452470,202.192436,5.126754,-91.001928,195.065206,4.946037,-297.178697,,205.2468,202.2574,195.1279,1.980479,-11128.811598,0.03455101608346,1.98002,0.000458,,
,102,POS,199.977654,14.228149,-4.337229,4.069662,1.925153,-4.069662,197.079106,14.021921,-90.788405,190.166152,13.530074,-296.971962,,200.4832,197.5773,190.6469,1.925153,-11128.595229,0.03358563165199,1.92468,0.000476,,
,103,POS,194.770456,23.256961,-4.145219,6.809279,1.875554,-6.809279,191.959389,22.921300,-90.598879,185.255075,22.120758,-296.788358,,196.1541,193.3230,186.5711,1.875554,-11128.403219,0.03272016693627,1.87506,0.000492,,
,104,POS,189.566012,32.307850,-3.977977,9.672022,1.831915,-9.672022,186.840128,31.843275,-90.433768,180.338973,30.73528,-296.628329,,192.2994,189.5342,182.9393,1.831915,-11128.235977,0.03195867614519,1.83141,0.000506,,
,105,POS,184.340094,41.387352,-3.834629,12.654001,1.794151,-12.654001,181.697670,40.794085,-90.292223,175.395566,39.37916,-296.491087,,188.9290,186.2208,179.7619,1.794150,-11128.092629,0.03129965775027,1.79363,0.000520,,
,106,POS,179.093132,50.462417,-3.715005,15.736050,1.762356,-15.736050,176.532607,49.740948,-90.174089,170.42583,48.020264,-296.376506,,186.0667,183.4064,177.0619,1.762356,-11127.973005,0.03074481455659,1.76183,0.000530,,
,107,POS,173.862650,59.551524,-3.620789,18.907384,1.737120,-18.907384,171.381985,58.701846,-90.081037,165.465673,56.675387,-296.286227,,183.7787,181.1565,174.9028,1.737120,-11127.878789,0.03030439966166,1.73658,0.000540,,
,108,POS,168.638734,68.605303,-3.550822,22.137385,1.718262,-22.137385,166.236245,67.627927,-90.011928,160.506377,65.296912,-296.219166,,182.0596,179.4659,173.2801,1.718262,-11127.808822,0.02997526660646,1.71771,0.000548,,
,109,POS,163.439840,77.654626,-3.506024,25.413639,1.706133,-25.413639,161.113666,76.549399,-89.967677,155.565811,73.913465,-296.17622,,180.9498,178.3744,172.2322,1.706133,-11127.764024,0.02976358385764,1.70558,0.000553,,
,110,POS,158.240184,86.685466,-3.485072,28.714344,1.700445,-28.714344,155.989033,85.452264,-89.946980,150.620102,82.511113,-296.156132,,180.4282,177.8614,171.7396,1.700445,-11127.743072,0.02966430752354,1.69989,0.000556,,
,111,POS,153.031586,95.726599,-3.488175,32.027417,1.701288,-32.027417,150.854387,94.364686,-89.950046,145.661831,91.116561,-296.159107,,180.5055,177.9375,171.8127,1.701288,-11127.746175,0.02967901150415,1.70073,0.000556,,
,112,POS,215.592744,5.202667,-5.044797,1.382389,2.104267,-1.382389,212.417550,5.126044,-91.486466,204.844806,4.943299,-297.64735,,215.6555,212.4794,204.9044,2.104266,-11129.302797,0.03671099866224,2.10386,0.000409,,
,113,POS,210.390253,14.233781,-4.815894,3.870401,2.046859,-3.870401,207.307793,14.025239,-91.260703,199.956215,13.527874,-297.429073,,210.8712,207.7817,200.4133,2.046859,-11129.073894,0.03570928046220,2.04643,0.000433,,
,114,POS,205.183093,23.257197,-4.611264,6.466790,1.995133,-6.466790,202.190790,22.918024,-91.058827,195.054235,22.109106,-297.233765,,206.4970,203.4855,196.3033,1.995133,-11128.869264,0.03480671958849,1.99468,0.000452,,
,115,POS,199.977245,32.285080,-4.431206,9.170916,1.949252,-9.170916,197.072618,31.816146,-90.881153,190.145165,30.697752,-297.061776,,202.5666,199.6244,192.6072,1.949252,-11128.689206,0.03400613387217,1.94878,0.000468,,
,116,POS,194.753631,41.348039,-4.275158,11.986454,1.909174,-11.986454,191.934698,40.749553,-90.727141,185.211624,39.32218,-296.912623,,199.0945,196.2128,189.3399,1.909174,-11128.533158,0.03330679829113,1.90869,0.000482,,
,117,POS,189.506912,50.462612,-4.143312,14.910933,1.875058,-14.910933,186.771928,49.734330,-90.596996,180.249069,47.997399,-296.786533,,196.1105,193.2803,186.5301,1.875058,-11128.401312,0.03271150639297,1.87457,0.000492,,
,118,POS,184.277019,59.546670,-4.036566,17.907549,1.847252,-17.907549,181.623771,58.689308,-90.491613,175.295851,56.644525,-296.684403,,193.6590,190.8707,184.2206,1.847252,-11128.294566,0.03222630199079,1.84675,0.000501,,
,119,POS,179.053197,68.607518,-3.954311,20.965251,1.825705,-20.965251,176.479821,67.621481,-90.410401,170.342394,65.269814,-296.605676,,191.7473,188.9915,182.4190,1.825704,-11128.212311,0.03185029488551,1.82520,0.000509,,
,120,POS,173.854426,77.638308,-3.896961,24.064143,1.810615,-24.064143,171.358908,76.523883,-90.353774,165.40717,73.86601,-296.550773,,190.4024,187.6693,181.1511,1.810615,-11128.154961,0.03158698698807,1.81010,0.000513,,
,121,POS,168.655095,86.670127,-3.863853,27.198168,1.801878,-27.198168,166.235963,85.426960,-90.321082,160.466402,82.462042,-296.519072,,189.6213,186.9015,180.4147,1.801878,-11128.121853,0.03143451684739,1.80136,0.000516,,
,122,POS,163.446281,95.705959,-3.854716,30.351104,1.799464,-30.351104,161.102331,94.333459,-90.312058,155.512077,91.060087,-296.510323,,189.4052,186.6889,180.2108,1.799464,-11128.112716,0.03139239295261,1.79895,0.000517,,
,123,POS,158.248634,104.741309,-3.870224,33.499704,1.803561,-33.499704,155.978452,103.238725,-90.327372,150.564133,99.655106,-296.525173,,189.7719,187.0495,180.5566,1.803561,-11128.128224,0.03146388796176,1.80305,0.000515,,
,124,POS,226.004616,5.202820,-5.561013,1.318765,2.232352,-1.318765,222.636158,5.125275,-91.995367,214.602481,4.940333,-298.138802,,226.0645,222.6951,214.6593,2.232352,-11129.819013,0.03894611719912,2.23201,0.000339,,
,125,POS,220.802775,14.229185,-5.319695,3.687211,2.172681,-3.687211,217.530231,14.018292,-91.757511,209.725308,13.51532,-297.909203,,221.2608,217.9815,210.1603,2.172681,-11129.577695,0.03790483128291,2.17231,0.000374,,
,126,POS,215.595622,23.261744,-5.102621,6.158120,2.118702,-6.158120,212.416179,22.918697,-91.543488,204.833299,22.10054,-297.702457,,216.8469,213.6490,206.0221,2.118702,-11129.360621,0.03696288748548,2.11830,0.000402,,
,127,POS,210.388311,32.317634,-4.910212,8.732914,2.070567,-8.732914,207.299267,31.843128,-91.353735,199.931987,30.711444,-297.519039,,212.8560,209.7307,202.2770,2.070567,-11129.168212,0.03612297048197,2.07014,0.000423,,
,128,POS,205.167155,41.341782,-4.741456,11.392708,2.028090,-11.392708,202.166283,40.737098,-91.187272,195.00929,39.294943,-297.358045,,209.2910,206.2298,198.9289,2.028090,-11128.999456,0.03538178974954,2.02765,0.000440,,
,129,POS,199.920516,50.426528,-4.596705,14.156589,1.991437,-14.156589,197.005915,49.691370,-91.044461,190.054677,47.938039,-297.219863,,206.1821,203.1762,196.0072,1.991437,-11128.854705,0.03474221979132,1.99098,0.000454,,
,130,POS,194.691621,59.521908,-4.477607,16.999652,1.961111,-16.999652,191.860828,58.656466,-90.926943,185.10947,56.592414,-297.10611,,203.5870,200.6269,193.5671,1.961111,-11128.735607,0.03421305458230,1.96065,0.000465,,
,131,POS,189.467524,68.577093,-4.382801,19.897542,1.936853,-19.897542,186.718522,67.582101,-90.833382,180.162231,65.209075,-297.01552,,201.4963,198.5728,191.6002,1.936853,-11128.640801,0.03378978080185,1.93638,0.000473,,
,132,POS,184.268924,77.622912,-4.313382,22.843161,1.919020,-22.843161,181.599481,76.498415,-90.764869,175.232939,73.816522,-296.949166,,199.9509,197.0543,190.1459,1.919020,-11128.571382,0.03347861616640,1.91854,0.000478,,
,133,POS,179.069504,86.655195,-4.268042,25.823237,1.907339,-25.823237,176.477998,85.401115,-90.720117,170.297332,82.410171,-296.905819,,198.9347,196.0557,189.1894,1.907339,-11128.526042,0.03327478625842,1.90686,0.000482,,
,134,POS,173.860831,95.690899,-4.246718,28.827855,1.901835,-28.827855,171.345897,94.306710,-90.699070,165.347852,91.005458,-296.88543,,198.4549,195.5842,188.7377,1.901835,-11128.504718,0.03317876101546,1.90135,0.000483,,
,135,POS,168.663659,104.721625,-4.250040,31.835744,1.902693,-31.835744,166.223723,103.206692,-90.702349,160.404547,99.593622,-296.888607,,198.5297,195.6577,188.8081,1.902693,-11128.508040,0.03319372223241,1.90221,0.000483,,
,136,POS,236.416418,5.202984,-6.101909,1.260745,2.365161,-1.260745,232.847589,5.124443,-92.528220,224.336036,4.937123,-298.652475,,236.4737,232.9040,224.3904,2.365161,-11130.359909,0.04126383549690,2.36492,0.000246,,
,137,POS,231.215143,14.228888,-5.848342,3.521518,2.303033,-3.521518,227.745730,14.015382,-92.278473,219.471281,13.506175,-298.411838,,231.6525,228.1766,219.8865,2.303033,-11130.106342,0.04017957756393,2.30274,0.000293,,
,138,POS,226.008091,23.252494,-5.618881,5.874120,2.246616,-5.874120,222.635027,22.905462,-92.052393,214.590366,22.077799,-298.193821,,227.2011,223.8102,215.7231,2.246616,-11129.876881,0.03919503730864,2.24629,0.000330,,
,139,POS,220.799357,32.296346,-5.413915,8.321648,2.196017,-8.321648,217.519717,31.816633,-91.850388,209.697873,30.672531,-297.998877,,223.1489,219.8343,211.9292,2.196017,-11129.671915,0.03831206256720,2.19566,0.000360,,
,140,POS,215.580565,41.367331,-5.233235,10.862338,2.151219,-10.862338,212.391788,40.755443,-91.672273,204.786646,39.296107,-297.826881,,219.5136,216.2667,208.5228,2.151219,-11129.491235,0.03753030543606,2.15083,0.000386,,
,141,POS,210.334018,50.389100,-5.075337,13.472276,2.111894,-13.472276,207.234108,49.646464,-91.516583,199.840911,47.875298,-297.676457,,216.2856,213.0980,205.4956,2.111894,-11129.333337,0.03684409287173,2.11149,0.000405,,
,142,POS,205.105538,59.491820,-4.943851,16.175049,2.079004,-16.175049,202.091751,58.617657,-91.386913,194.903957,56.532804,-297.551117,,213.5593,210.4213,202.9372,2.079004,-11129.201851,0.03627019408995,2.07858,0.000419,,
,143,POS,199.882451,68.552724,-4.836730,18.930184,2.052103,-18.930184,196.952558,67.547873,-91.281256,189.964848,65.151331,-297.448951,,211.3113,208.2139,200.8266,2.052103,-11129.094730,0.03580078317282,2.05167,0.000431,,
,144,POS,194.682930,77.592933,-4.754841,21.730275,2.031469,-21.730275,191.834543,76.457679,-91.200476,185.041222,73.750129,-297.370818,,209.5760,206.5097,199.1967,2.031469,-11129.012841,0.03544073375039,2.03103,0.000439,,
,145,POS,189.483958,86.638469,-4.697482,24.571481,2.016978,-24.571481,186.715228,85.372512,-91.143890,180.111889,82.353242,-297.316075,,208.3516,205.3072,198.0463,2.016978,-11128.955482,0.03518787697343,2.01653,0.000445,,
,146,POS,184.275264,95.675817,-4.663955,27.438364,2.008492,-27.438364,181.584680,94.278864,-91.110813,175.167715,90.947173,-297.284071,,207.6325,204.6008,197.3705,2.008492,-11128.921955,0.03503982527576,2.00805,0.000447,,
,147,POS,179.078456,104.707107,-4.655151,30.314811,2.006262,-30.314811,176.464269,103.178593,-91.102127,170.229509,99.533131,-297.275666,,207.4432,204.4149,197.1926,2.006262,-11128.913151,0.03500090670341,2.00581,0.000448,,
,148,POS,173.885775,113.739788,-4.670876,33.188953,2.010245,-33.188953,171.346491,112.078826,-91.117642,165.290371,108.117479,-297.290679,,207.7811,204.7469,197.5102,2.010245,-11128.928876,0.03507039242693,2.00980,0.000447,,
,149,POS,246.838139,5.203163,-6.667712,1.207573,2.503299,-1.207573,243.060925,5.123542,-93.085166,234.052378,4.933648,-299.188296,,246.8930,243.1149,234.1044,2.503299,-11130.925712,0.04367465964274,2.50317,0.000129,,
,150,FIF,241.627317,14.223609,-6.401469,3.368880,2.438354,-3.368880,237.953581,14.007352,-92.823149,229.191825,13.491583,-298.93636,,242.0456,238.3655,229.5886,2.438354,-11130.659469,0.04254120699590,2.43817,0.000187,,
,151,POS,236.420299,23.253682,-6.159827,5.617395,2.379327,-5.617395,232.846483,22.902171,-92.585253,224.323036,22.063827,-298.707397,,237.5611,233.9701,225.4055,2.379327,-11130.417827,0.04151104309079,2.37909,0.000236,,
,152,POS,231.210442,32.278714,-5.942410,7.947554,2.326105,-7.947554,227.733384,31.793291,-92.371135,219.440703,30.63557,-298.501145,,233.4527,229.9420,221.5689,2.326104,-11130.200410,0.04058220922827,2.32583,0.000277,,
,153,POS,225.994948,41.335119,-5.749412,10.364993,2.278736,-10.364993,222.611749,40.716322,-92.181009,214.542919,39.24051,-298.317871,,229.7440,226.3047,218.1020,2.278736,-11130.007412,0.03975555749480,2.27843,0.000310,,
,154,POS,220.747479,50.412015,-5.579621,12.864012,2.236941,-12.864012,217.455946,49.660329,-92.013705,209.605735,47.867579,-298.156496,,226.4306,223.0543,215.0020,2.236941,-11129.837621,0.03902618674206,2.23660,0.000337,,
,155,POS,215.519290,59.455303,-5.435037,15.422583,2.201242,-15.422583,212.316509,58.571752,-91.871208,204.677969,56.464508,-298.018976,,223.5699,220.2475,212.3236,2.201242,-11129.693037,0.03840322398722,2.20088,0.000358,,
,156,POS,210.296516,68.523290,-5.315623,18.047749,2.171671,-18.047749,207.179979,67.507794,-91.753496,199.747131,65.085865,-297.905326,,221.1788,217.9010,210.0835,2.171671,-11129.573623,0.03788720447530,2.17130,0.000374,,
,157,POS,205.096945,77.569992,-5.221518,20.717187,2.148307,-20.717187,202.064055,76.422919,-91.660721,194.830701,73.687182,-297.815722,,219.2758,216.0332,208.2998,2.148307,-11129.479518,0.03747950121281,2.14792,0.000387,,
,158,POS,199.897878,86.608920,-5.151744,23.425437,2.130945,-23.425437,196.946609,85.330236,-91.591926,189.907918,82.280612,-297.74926,,217.8538,214.6374,206.9665,2.130945,-11129.409744,0.03717654315426,2.13055,0.000395,,
,159,POS,194.689627,95.659188,-5.106229,26.166824,2.119602,-26.166824,191.818253,94.248362,-91.547046,184.970107,90.88358,-297.705895,,216.9210,213.7218,206.0916,2.119602,-11129.364229,0.03697858661293,2.11920,0.000402,,
,160,POS,189.493000,104.691658,-5.085266,28.919903,2.114372,-28.919903,186.699610,103.148358,-91.526375,180.037456,99.467631,-297.68592,,216.4900,213.2987,205.6874,2.114372,-11129.343266,0.03688732703349,2.11397,0.000404,,
,161,POS,184.300546,113.724981,-5.088871,31.677185,2.115272,-31.677185,181.583476,112.048378,-91.529929,175.103341,108.04973,-297.689355,,216.5642,213.3715,205.7570,2.115272,-11129.346871,0.03690302882194,2.11487,0.000404,,
,162,POS,179.106358,122.756412,-5.116722,34.426068,2.122218,-34.426068,176.464177,120.945507,-91.557392,170.162652,116.626551,-297.715893,,217.1364,213.9332,206.2937,2.122218,-11129.374722,0.03702424396645,2.12182,0.000400,,
,163,POS,257.252581,5.203355,-7.257219,1.158743,2.647062,-1.158743,253.258524,5.122569,-93.664921,243.732815,4.929896,-299.744793,,257.3052,253.3103,243.7827,2.647062,-11131.515219,0.04618358581035,2.64707,-0.000004,,
,164,POS,252.044444,14.225931,-6.979102,3.230470,2.579218,-3.230470,248.158074,14.006576,-93.391474,238.889192,13.48342,-299.482483,,252.4456,248.5530,239.2694,2.579218,-11131.237102,0.04499960539980,2.57916,0.000060,,
,165,POS,246.832142,23.247567,-6.725043,5.380457,2.517278,-5.380457,243.049745,22.891327,-93.141573,234.028837,22.041704,-299.242498,,247.9245,244.1254,235.0645,2.517278,-11130.983043,0.04391860733141,2.51716,0.000118,,
,166,POS,241.621641,32.280091,-6.495493,7.609524,2.461298,-7.609524,237.939652,31.788185,-92.915694,229.158215,30.615006,-299.025373,,243.7684,240.0537,231.1942,2.461297,-11130.753493,0.04294162860912,2.46113,0.000167,,
,167,POS,236.409626,41.304861,-6.290191,9.910531,2.411185,-9.910531,232.824815,40.678533,-92.713607,224.275144,39.184757,-298.830957,,239.9908,236.3517,227.6725,2.411185,-11130.548191,0.04206703175469,2.41097,0.000210,,
,168,POS,231.161858,50.379780,-6.107991,12.294876,2.366649,-12.294876,227.671844,49.619161,-92.534210,219.348263,47.805106,-298.658243,,236.5881,233.0162,224.4972,2.366649,-11130.365991,0.04128979626560,2.36640,0.000245,,
,169,POS,225.932910,59.445972,-5.951322,14.741178,2.328289,-14.741178,222.534502,58.551805,-92.379913,214.429398,56.419244,-298.509604,,233.6226,230.1085,221.7275,2.328289,-11130.209322,0.04062034451943,2.32801,0.000274,,
,170,POS,220.710026,68.489860,-5.819230,17.239955,2.295887,-17.239955,217.400515,67.462865,-92.249794,209.507426,65.013513,-298.384191,,231.0926,227.6274,219.3630,2.295887,-11130.077230,0.04005488185110,2.29559,0.000297,,
,171,POS,215.510811,77.540650,-5.712918,19.788698,2.269763,-19.788698,212.287325,76.380841,-92.145053,204.599403,73.614732,-298.283198,,229.0359,225.6102,217.4397,2.269763,-11129.970918,0.03959896773091,2.26945,0.000316,,
,172,POS,210.312055,86.586048,-5.631009,22.377099,2.249604,-22.377099,207.172357,85.293425,-92.064344,199.684267,82.210558,-298.20535,,227.4386,224.0432,215.9453,2.249604,-11129.889009,0.03924717597654,2.24928,0.000329,,
,173,POS,205.104645,95.629603,-5.573119,24.997186,2.235338,-24.997186,202.046824,94.203901,-92.007297,194.754009,90.803641,-298.150313,,226.3028,222.9289,214.8824,2.235338,-11129.831119,0.03899822403055,2.23500,0.000338,,
,174,POS,199.907269,104.672739,-5.540138,27.636845,2.227203,-27.636845,196.929224,103.113416,-91.974794,189.826674,99.394475,-298.11895,,225.6530,222.2915,214.2742,2.227202,-11129.798138,0.03885624008406,2.22686,0.000344,,
,175,POS,194.715187,113.707386,-5.531610,30.283550,2.225098,-30.283550,191.815066,112.013809,-91.966390,184.898361,107.974676,-298.11084,,225.4848,222.1263,214.1166,2.225098,-11129.789610,0.03881953990482,2.22475,0.000343,,
,176,POS,189.520745,122.739141,-5.547294,32.928266,2.228968,-32.928266,186.696959,120.910375,-91.981846,179.962311,116.548821,-298.125756,,225.7942,222.4299,214.4063,2.228968,-11129.805294,0.03888706553421,2.22863,0.000341,,
,177,POS,267.667769,5.203564,-7.870659,1.113712,2.797126,-1.113712,263.447394,5.121518,-94.267601,253.381923,4.925841,-300.321813,,267.7183,263.4972,253.4298,2.797126,-11132.128659,0.04880223536787,2.79727,-0.000147,,
,178,POS,262.457076,14.223228,-7.580439,3.101972,2.726034,-3.101972,258.349135,14.000608,-93.982553,248.551817,13.469666,-300.049097,,262.8422,258.7282,248.9165,2.726034,-11131.838439,0.04756171870331,2.72611,-0.000080,,
,179,POS,257.245228,23.248210,-7.314422,5.164005,2.661026,-5.164005,253.245595,22.886749,-93.721148,243.706586,22.024673,-299.798692,,258.2936,254.2777,244.6998,2.661026,-11131.572422,0.04642728035731,2.66104,-0.000018,,
,180,POS,252.034981,32.272538,-7.072788,7.296894,2.602065,-7.296894,248.139772,31.773764,-93.483601,238.849812,30.584205,-299.570892,,254.0928,250.1658,240.8000,2.602065,-11131.330788,0.04539831844717,2.60203,0.000039,,
,181,POS,246.822518,41.305017,-6.855427,9.500247,2.549065,-9.500247,243.028202,40.670049,-93.269835,233.978868,39.15567,-299.365702,,250.2548,246.4077,237.2325,2.549065,-11131.113427,0.04447336648177,2.54898,0.000088,,
,182,POS,241.576687,50.349591,-6.660775,11.773088,2.501608,-11.773088,237.880609,49.579251,-93.078340,229.06557,47.742014,-299.181736,,246.7679,242.9924,233.9879,2.501608,-11130.918775,0.04364514041626,2.50148,0.000131,,
,183,POS,236.347185,59.413428,-6.491778,14.110744,2.460391,-14.110744,232.745895,58.508128,-92.912037,224.156922,56.349015,-299.021856,,243.7005,239.9872,231.1310,2.460391,-11130.749778,0.04292579705373,2.46022,0.000168,,
,184,POS,231.128043,68.474233,-6.347859,16.502504,2.425267,-16.502504,227.618466,67.434482,-92.770378,219.248226,64.954706,-298.885588,,241.0579,237.3975,228.6677,2.425268,-11130.605859,0.04231282124976,2.42507,0.000197,,
,185,POS,225.924551,77.507637,-6.228817,18.935489,2.396191,-18.935489,222.503761,76.334072,-92.653183,214.345276,73.535151,-298.772796,,238.8500,235.2335,226.6083,2.396191,-11130.486817,0.04180535408718,2.39597,0.000222,,
,186,POS,220.726030,86.556806,-6.134746,21.412425,2.373194,-21.412425,217.391450,85.249164,-92.560556,209.438571,82.130475,-298.683616,,237.0908,233.5090,224.9665,2.373194,-11130.392746,0.04140400388931,2.37295,0.000241,,
,187,POS,215.518882,95.606560,-6.064743,23.922603,2.356067,-23.922603,212.268387,94.164604,-92.491620,204.51605,90.725582,-298.617223,,235.7732,232.2172,223.7363,2.356067,-11130.322743,0.04110510967412,2.35581,0.000254,,
,188,POS,210.321473,104.643918,-6.019405,26.452307,2.344967,-26.452307,207.152780,103.067357,-92.446969,199.595537,99.307306,-298.574211,,234.9159,231.3767,222.9357,2.344967,-11130.277405,0.04091140954776,2.34471,0.000262,,
,189,POS,205.129745,113.686869,-5.998894,28.996067,2.339944,-28.996067,202.040773,111.974901,-92.426768,194.673663,107.891907,-298.55475,,234.5270,230.9954,222.5725,2.339944,-11130.256894,0.04082374089688,2.33968,0.000266,,
,190,POS,199.935558,122.719129,-6.002410,31.541328,2.340805,-31.541328,196.924552,120.870993,-92.430231,189.74339,116.463243,-298.558086,,234.5937,231.0608,222.6348,2.340805,-11130.260410,0.04083876805263,2.34054,0.000265,,
,191,POS,194.744335,131.752958,-6.030497,34.080050,2.347683,-34.080050,191.809553,129.767451,-92.457893,184.810184,125.032075,-298.584735,,235.1259,231.5826,223.1319,2.347683,-11130.288497,0.04095880113988,2.34742,0.000260,,
,192,POS,278.094967,5.203789,-8.508655,1.072009,2.954296,-1.072009,273.637593,5.120381,-94.893693,263.006885,4.921456,-300.919513,,278.1437,273.6855,263.0529,2.954296,-11132.766655,0.05154443291806,2.95459,-0.000292,,
,193,POS,272.880840,14.222591,-8.206283,2.983565,2.879634,-2.983565,268.541149,13.996406,-94.597058,258.191113,13.456961,-300.636558,,273.2512,268.9056,258.5416,2.879633,-11132.464283,0.05024182297741,2.87986,-0.000223,,
,194,POS,267.662804,23.247127,-7.927934,4.963813,2.811182,-4.963813,263.436348,22.880050,-94.323839,253.356371,22.004581,-300.375574,,268.6704,264.4281,254.3101,2.811183,-11132.185934,0.04904749542796,2.81134,-0.000160,,
,195,POS,262.450433,32.272277,-7.674202,7.010197,2.748980,-7.010197,258.332876,31.765961,-94.074661,248.51262,30.558411,-300.137259,,264.4272,260.2786,250.3844,2.748980,-11131.932202,0.04796213423391,2.74908,-0.000103,,
,196,POS,257.238503,41.294646,-7.444760,9.119916,2.692862,-9.119916,253.225933,40.650506,-93.849241,243.656069,39.11425,-299.921431,,260.5319,256.4680,246.7756,2.692862,-11131.702760,0.04698283428390,2.69291,-0.000047,,
,197,POS,251.993690,50.347747,-7.238108,11.298784,2.642397,-11.298784,248.083139,49.566428,-93.646135,238.75659,47.703005,-299.726782,,256.9742,252.9863,243.4754,2.642397,-11131.496108,0.04610219702274,2.64240,-0.000001,,
,198,POS,246.762246,59.383505,-7.056492,13.530980,2.598090,-13.530980,242.950061,58.466101,-93.467577,233.85811,56.278116,-299.555517,,253.8070,249.8860,240.5345,2.598090,-11131.314492,0.04532894948546,2.59805,0.000042,,
,199,POS,241.542032,68.441362,-6.900271,15.820172,2.559998,-15.820172,237.824808,67.388080,-93.313943,228.959336,64.876033,-299.408056,,251.0513,247.1878,237.9733,2.559998,-11131.158271,0.04466415824734,2.55992,0.000079,,
,200,POS,236.339412,77.492988,-6.769400,18.153725,2.528092,-18.153725,232.713883,76.304218,-93.185211,224.067101,73.469037,-299.284422,,248.7197,244.9042,235.8045,2.528092,-11131.027400,0.04410734380879,2.52798,0.000107,,
,201,POS,231.139839,86.523335,-6.662744,20.522547,2.502088,-20.522547,227.603273,85.199481,-93.080278,219.168666,82.042127,-299.183598,,246.8034,243.0272,234.0210,2.502088,-11130.920744,0.04365351572282,2.50196,0.000131,,
,202,POS,225.930951,95.573444,-6.580426,22.929363,2.482014,-22.929363,222.480984,94.114037,-92.999277,214.252914,90.633394,-299.10574,,245.3142,241.5683,232.6343,2.482014,-11130.838426,0.04330316743567,2.48186,0.000149,,
,203,POS,220.735635,104.618025,-6.523143,25.358691,2.468043,-25.358691,217.369672,103.022721,-92.942905,209.341947,99.217967,-299.051541,,244.2727,240.5478,231.6641,2.468043,-11130.781143,0.04305934049375,2.46788,0.000162,,
,204,POS,215.544261,113.658685,-6.490394,27.803138,2.460053,-27.803138,212.260061,111.926893,-92.910674,204.427338,107.796619,-299.020546,,243.6752,239.9624,231.1074,2.460053,-11130.748394,0.04291989916168,2.45988,0.000168,,
,205,POS,210.350327,122.700956,-6.481986,30.255746,2.458002,-30.255746,207.145917,120.831768,-92.902400,199.503489,116.37381,-299.012588,,243.5216,239.8119,230.9643,2.458002,-11130.739986,0.04288410437332,2.45783,0.000170,,
,206,POS,205.159459,131.735505,-6.497923,32.705037,2.461890,-32.705037,202.032921,129.727915,-92.918084,194.576218,124.939871,-299.027672,,243.8127,240.0971,231.2355,2.461890,-11130.755923,0.04295195986884,2.46172,0.000167,,
,207,POS,288.520497,5.204032,-9.170480,1.033329,3.119061,-1.033329,283.814711,5.119154,-95.542341,272.591548,4.916722,-301.536733,,288.5674,283.8609,272.6359,3.119061,-11133.428480,0.05441849801826,3.11949,-0.000430,,
,208,POS,283.299843,14.229781,-8.855715,2.875476,3.040449,-2.875476,278.717579,13.999620,-95.233952,267.78901,13.450692,-301.243552,,283.6570,279.0689,268.1266,3.040449,-11133.113715,0.05304730311744,3.04081,-0.000365,,
